Cenexin1/ODF2 ,Rabbit monoclonal [EPR13561] to Cenexin1/ODF2,Flow Cyt; WB,Human,Unconjugated,,,
Cenexin1/ODF2 ,Rabbit monoclonal [EPR13561] to Cenexin1/ODF2 - BSA and Azide free,Flow Cyt; WB,Human,Unconjugated,,,
CENPC ,Rabbit monoclonal [EPR15939] to CENPC,Flow Cyt; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CENPC ,Rabbit monoclonal [EPR15939] to CENPC - BSA and Azide free,Flow Cyt; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CENPE ,Mouse monoclonal [1H12] to CENPE,Flow Cyt; ICC; ICC/IF; IP; WB,Human,Unconjugated,,,
CEP55 ,Rabbit monoclonal [EPR11944(B)] to CEP55,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CEP55 ,Rabbit monoclonal [EPR11944(B)] to CEP55 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
c-Fos ,Rabbit monoclonal [H15-S] to c-Fos (FITC),Flow Cyt,Human,FITC,,,
c-Fos ,Rabbit monoclonal [EPR21930-238] to c-Fos,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Human,Unconjugated,,,
c-Fos ,Rabbit monoclonal [EPR21930-238] to c-Fos - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Human,Unconjugated,,,
c-Fos ,Rabbit monoclonal [EPR883(2)] to c-Fos,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
c-Fos ,Rabbit monoclonal [EPR883(2)] to c-Fos - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CGBP ,Rabbit monoclonal [EPR19199] to CGBP - ChIP Grade,ChIP; Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CGBP ,Rabbit monoclonal [EPR19199] to CGBP - BSA and Azide free,ChIP; Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHD1L ,Rabbit monoclonal [EPR14515(2)] to CHD1L,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Human,Unconjugated,,,
CHD1L ,Rabbit monoclonal [EPR14515(2)] to CHD1L - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Human,Unconjugated,,,
CHD3 ,Rabbit monoclonal [EPNCIR110A] to CHD3,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CHD3 ,Rabbit monoclonal [EPNCIR110A] to CHD3 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CHD4 ,Mouse monoclonal [3F2/4] to CHD4 - ChIP Grade �?BSA and Azide free,ChIP; ELISA; Flow Cyt; ICC/IF; IHC-P; IP,Mouse; Human,Unconjugated,,,
CHD4 ,Rabbit monoclonal [EPR22953-38] to CHD4 - ChIP Grade,ChIP; Flow Cyt; ICC/IF; IP; WB,Mouse; Human,Unconjugated,,,
CHD4 ,Rabbit monoclonal [EPR22953-38] to CHD4 - ChIP Grade �?BSA and Azide free,ChIP; Flow Cyt; ICC/IF; IP; WB,Mouse; Human,Unconjugated,,,
CHD4 ,Rabbit monoclonal [EPR12229] to CHD4,Flow Cyt; ICC/IF; WB,Human,Unconjugated,,,
CHD4 ,Rabbit monoclonal [EPR12229] to CHD4 - BSA and Azide free,Flow Cyt; ICC/IF; WB,Human,Unconjugated,,,
Chemokine Receptor D6 ,Goat polyclonal to Chemokine Receptor D6,ELISA; Flow Cyt; ICC; IHC-P,Mouse,Unconjugated,,,
CHIPS ,Mouse monoclonal [JNC1] to CHIPS,Flow Cyt; IHC-Fr; IHC-P; WB,Staphylococcus aureus,Unconjugated,,,
Chk1 ,Rabbit monoclonal [EP691Y] to Chk1,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
Chk1 ,Rabbit monoclonal [EP691Y] to Chk1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
Chk1 ,Rabbit monoclonal [E250] to Chk1,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
Chk1 ,Rabbit monoclonal [E250] to Chk1 - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
Chk2 ,Rabbit monoclonal [EPR19482] to Chk2,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Chk2 ,Rabbit monoclonal [EPR19482] to Chk2 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Chk2 ,Rabbit monoclonal [EPR4325] to Chk2,Flow Cyt; ICC; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Chk2 ,Rabbit monoclonal [EPR4325] to Chk2 - BSA and Azide free,Flow Cyt; ICC; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
CHM ,Rabbit monoclonal [EPR7142] to CHM - BSA and Azide free,Flow Cyt; ICC/IF; WB,Mouse; Rat; Human,Unconjugated,,,
CHMP1a ,Rabbit monoclonal [EPR11939] to CHMP1a,Flow Cyt; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHMP1a ,Rabbit monoclonal [EPR11939] to CHMP1a - BSA and Azide free,Flow Cyt; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHMP2B ,Rabbit monoclonal [EPR10807(B)] to CHMP2B,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHMP2B ,Rabbit monoclonal [EPR10807(B)] to CHMP2B - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHODL ,Rabbit monoclonal [EPR8757] to CHODL,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CHODL ,Rabbit monoclonal [EPR8757] to CHODL - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
Choline Acetyltransferase ,Rabbit monoclonal [EPR13024(B)] to Choline Acetyltransferase (APC),Flow Cyt,Human ,APC,,,
Choline Acetyltransferase ,Rabbit monoclonal [EPR13024(B)] to Choline Acetyltransferase (PE),Flow Cyt,Human ,PE,,,
Choline Acetyltransferase ,Rabbit monoclonal [EPR13024(B)] to Choline Acetyltransferase,Flow Cyt; ICC/IF; IHC-Fr; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
Choline Acetyltransferase ,Rabbit monoclonal [EPR13024(B)] to Choline Acetyltransferase - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CHRNA6 ,Mouse monoclonal [5B6G8] to CHRNA6,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CHRND ,Mouse monoclonal [1H1F9] to CHRND,Flow Cyt; WB,Rat; Human,Unconjugated,,,
Chromogranin A ,Rabbit monoclonal [EP1030Y] to Chromogranin A (Alexa Fluor® 488),Flow Cyt,Human,Alexa Fluor® 488,,,
Chromogranin A ,Rabbit monoclonal [EP1030Y] to Chromogranin A (PE),Flow Cyt,Human,PE,,,
Chromogranin A ,Mouse monoclonal [CGA414] to Chromogranin A,Flow Cyt; ICC/IF; IHC-Fr; IHC-P; IP; WB,Human,Unconjugated,,,
Chromogranin A ,Rabbit monoclonal [EPR22537-248] to Chromogranin A,Flow Cyt; ICC/IF; IHC-Fr; IHC-P; WB,Mouse; Rat,Unconjugated,,,
Chromogranin A ,Rabbit monoclonal [EPR22537-248] to Chromogranin A - BSA and Azide free,Flow Cyt; ICC/IF; IHC-Fr; IHC-P; WB,Mouse; Rat,Unconjugated,,,
Chromogranin A ,Mouse monoclonal [CGA/414] to Chromogranin A - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P,Human,Unconjugated,,,
Chromogranin A ,Rabbit monoclonal [EP1030Y] to Chromogranin A,Flow Cyt; ICC; IHC-P; WB,Human,Unconjugated,,,
Chromogranin A ,Rabbit monoclonal [EP1030Y] to Chromogranin A - BSA and Azide free,Flow Cyt; ICC; IHC-P; WB,Human,Unconjugated,,,
Chromogranin C/SGII ,Mouse monoclonal [SGII 6B1/3] to Chromogranin C/SGII,Flow Cyt; ICC; ICC/IF; IHC-Fr; IHC-P; IP; WB,Rat,Unconjugated,,,
Chromogranin C/SGII ,Rabbit monoclonal [EPR23876-52] to Chromogranin C/SGII,Flow Cyt; ICC; IHC-Fr; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
Chromogranin C/SGII ,Rabbit monoclonal [EPR23876-52] to Chromogranin C/SGII - BSA and Azide free,Flow Cyt; ICC; IHC-Fr; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CHST3 ,Rabbit monoclonal [EPR15789] to CHST3,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CHST3 ,Rabbit monoclonal [EPR15789] to CHST3 - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CHX10 ,Rabbit monoclonal [EPR7022] to CHX10,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CHX10 ,Rabbit monoclonal [EPR7022] to CHX10 - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
Chymotrypsin ,Rabbit monoclonal [EPR13859] to Chymotrypsin,Flow Cyt; IHC-P,Human,Unconjugated,,,
Chymotrypsin ,Rabbit monoclonal [EPR13859] to Chymotrypsin - BSA and Azide free,Flow Cyt; IHC-P,Human,Unconjugated,,,
cIAP2 ,Rabbit monoclonal [E40] to cIAP2,Flow Cyt; IHC-P; IP; WB,Human,Unconjugated,,,
cIAP2 ,Rabbit monoclonal [E40] to cIAP2 - BSA and Azide free,Flow Cyt; IHC-P; IP; WB,Human,Unconjugated,,,
Citrate synthetase ,Rabbit monoclonal [EPR8067] to Citrate synthetase (Alexa Fluor® 647),Flow Cyt; ICC/IF,Human,Alexa Fluor® 647,,,
Citrate synthetase ,Rabbit monoclonal [EPR8067] to Citrate synthetase (Alexa Fluor® 488),Flow Cyt; ICC/IF,Human,Alexa Fluor® 488,,,
Citrate synthetase ,Rabbit monoclonal [EPR8067] to Citrate synthetase,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
Citrate synthetase ,Rabbit monoclonal [EPR8067] to Citrate synthetase - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
c-Kit ,Rat monoclonal [2B8] to c-Kit,Flow Cyt,Mouse,Unconjugated,,,
c-Kit ,Rat monoclonal [2B8] to c-Kit (Biotin),Flow Cyt,Mouse,Biotin,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (APC),Flow Cyt,Cow; Human; Non human primates,APC,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (PE),Flow Cyt,Cow; Human; Non human primates,PE,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (PE/Cy7®),Flow Cyt,Cow; Human; Non human primates,PE/Cy7®,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (PerCP/Cy5.5®),Flow Cyt,Cow; Human; Non human primates,PerCP/Cy5.5®,,,
c-Kit ,Rat monoclonal [2B8] to c-Kit (PE/Cy7®),Flow Cyt,Mouse,PE/Cy7®,,,
c-Kit ,Rat monoclonal [ACK2] to c-Kit (APC),Flow Cyt,Mouse ,APC,,,
c-Kit ,Rat monoclonal [ACK2] to c-Kit (PE/Cy7®),Flow Cyt,Mouse,PE/Cy7®,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (FITC),Flow Cyt,Cow; Human; Non human primates,FITC,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit; prediluted (APC/Cy7®),Flow Cyt,Cow; Human; Non human primates,APC/Cy7®,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit; prediluted (PE/Cy5®),Flow Cyt,Cow; Human; Non human primates,PE/Cy5®,,,
c-Kit ,Mouse monoclonal [104D2] to c-Kit (Biotin),Flow Cyt,Cow; Human ,Biotin,,,
c-Kit ,Mouse monoclonal [YB5.B8] to c-Kit (APC),Flow Cyt,Human,APC,,,
c-Kit ,Rat monoclonal [ACK2] to c-Kit - Low endotoxin; Azide free,Flow Cyt; FuncS; IHC; IHC (PFA fixed); WB,Mouse,Unconjugated,,,
c-Kit ,Mouse monoclonal [KIT/982] to c-Kit - BSA and Azide free,Flow Cyt; ICC/IF; IHC-Fr; Protein Array; WB,Human,Unconjugated,,,
c-Kit ,Mouse monoclonal [C117/370] to c-Kit - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P,Human,Unconjugated,,,
CLASP1 ,Rabbit monoclonal [EPR3409] to CLASP1,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CLASP1 ,Rabbit monoclonal [EPR3409] to CLASP1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
Claudin 1 ,Rabbit monoclonal [EPRR18871] to Claudin 1,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Claudin 1 ,Rabbit monoclonal [EPRR18871] to Claudin 1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Claudin 1 ,Rabbit monoclonal [SP128] to Claudin 1,Flow Cyt; IHC-P,Human ,Unconjugated,,,
Claudin 1 ,Rabbit monoclonal [SP128] to Claudin 1 - BSA and Azide free,Flow Cyt; IHC-P,Human ,Unconjugated,,,
Claudin 3 ,Rabbit monoclonal [EPR19971] to Claudin 3,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Claudin 3 ,Rabbit monoclonal [EPR19971] to Claudin 3 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Claudin 6 + Claudin 9 ,Rat monoclonal [YD9H8] to Claudin 6 + Claudin 9,cELISA; Flow Cyt,Human,Unconjugated,,,
Claudin 7/CLDN-7 ,Rabbit monoclonal [EPR18073] to Claudin 7/CLDN-7,Flow Cyt; ICC/IF; IHC-P,Human,Unconjugated,,,
Claudin 7/CLDN-7 ,Rabbit monoclonal [EPR18073] to Claudin 7/CLDN-7 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P,Human,Unconjugated,,,
Claudin 8 ,Rabbit polyclonal to Claudin 8,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
Claudin 9 ,Rat monoclonal [YD4E9] to Claudin 9,cELISA; Flow Cyt,Human ,Unconjugated,,,
CLC3 ,Mouse monoclonal [N258/5] to CLC3,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CLCA1 ,Rabbit monoclonal [EPR12254-88] to CLCA1,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CLCA1 ,Rabbit monoclonal [EPR12254-88] to CLCA1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CLDN16/Claudin-16 ,Rabbit polyclonal to CLDN16/Claudin-16,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
Cleaved PARP1 ,Mouse monoclonal [4B5BD2] to Cleaved PARP1 (Alexa Fluor® 488),Flow Cyt; ICC,Human ,Alexa Fluor® 488,,,
Cleaved PARP1 ,Rabbit monoclonal [Y34] to Cleaved PARP1 (Alexa Fluor® 488),Flow Cyt; ICC/IF,Human,Alexa Fluor® 488,,,
Cleaved PARP1 ,Rabbit monoclonal [Y34] to Cleaved PARP1 (Alexa Fluor® 647),Flow Cyt; ICC/IF,Human,Alexa Fluor® 647,,,
Cleaved PARP1 ,Mouse monoclonal [4B5BD2] to Cleaved PARP1,Flow Cyt; ICC/IF; In-Cell ELISA; WB,Human,Unconjugated,,,
Cleaved PARP1 ,Rabbit monoclonal [Y34] to Cleaved PARP1,Flow Cyt; ICC/IF; IP; WB,Human,Unconjugated,,,
Cleaved PARP1 ,Rabbit monoclonal [Y34] to Cleaved PARP1 - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Human,Unconjugated,,,
CLEC-2 ,Rat monoclonal [17D9] to CLEC-2,Flow Cyt; WB,Mouse,Unconjugated,,,
CLEC2D ,Goat polyclonal to CLEC2D,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CLEC2D ,Rabbit monoclonal [EPR6584(2)] to CLEC2D,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CLEC2D ,Rabbit monoclonal [EPR6584(2)] to CLEC2D - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CLEC4E/MINCLE ,Mouse monoclonal [AT16E3] to CLEC4E/MINCLE,ELISA; Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CLEC5A ,Rabbit polyclonal to CLEC5A,Flow Cyt; IHC-P,Mouse; Rat; Human,Unconjugated,,,
CLEC9A ,Rat monoclonal [7H11] to CLEC9A,ELISA; Flow Cyt; ICC/IF; IP; WB,Mouse,Unconjugated,,,
CLEC9A ,Mouse monoclonal [8F9] to CLEC9A,Flow Cyt; ICC/IF,Human,Unconjugated,,,
CLEC9A ,Rat monoclonal [1F6] to CLEC9A,Flow Cyt; ICC/IF; WB,Mouse,Unconjugated,,,
CLEC9A ,Rabbit monoclonal [EPR22324] to CLEC9A,Flow Cyt; IHC-P,Human,Unconjugated,,,
CLEC9A ,Rabbit monoclonal [EPR22324] to CLEC9A - BSA and Azide free,Flow Cyt; IHC-P,Human,Unconjugated,,,
CLIC1 ,Rabbit monoclonal [EPR22907-50] to CLIC1,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CLIC1 ,Rabbit monoclonal [EPR22907-50] to CLIC1 - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CLIC4 ,Rabbit monoclonal [EPR14253] to CLIC4 (PE),Flow Cyt,Human ,PE,,,
CLIC4 ,Rabbit monoclonal [EPR14253] to CLIC4,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CLIC4 ,Rabbit monoclonal [EPR14253] to CLIC4 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CLIC5 ,Mouse monoclonal [CLIC502] to CLIC5,Flow Cyt; WB,Human,Unconjugated,,,
CLIP170 ,Mouse monoclonal [mAbcam61830] to CLIP170,Flow Cyt; ICC/IF; IHC-P; WB,Human ,Unconjugated,,,
Clostridium botulinum Toxin B ,Mouse monoclonal [GR-3G7] to Clostridium botulinum Toxin B,cELISA; Flow Cyt,Other species,Unconjugated,,,
CLP1 ,Rabbit monoclonal [EPR7180(2)] to CLP1,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CLP1 ,Rabbit monoclonal [EPR7180(2)] to CLP1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CLP1 ,Rabbit monoclonal [EPR7181] to CLP1,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CLP1 ,Rabbit monoclonal [EPR7181] to CLP1 - BSA and Azide free,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CLPTM1 ,Rabbit monoclonal [EPR8800] to CLPTM1,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
CLPTM1 ,Rabbit monoclonal [EPR8800] to CLPTM1 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
Clusterin ,Mouse monoclonal [CLI-9] to Clusterin,Flow Cyt; ICC; IHC-Fr; IHC-P; IP; WB,Human,Unconjugated,,,
CMAS ,Rabbit monoclonal [EPR10485] to CMAS - BSA and Azide free,Flow Cyt; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CMAS ,Rabbit monoclonal [EPR10485] to CMAS,Flow Cyt; WB,Mouse; Rat; Human,Unconjugated,,,
CMTM6 ,Rabbit monoclonal [EPR23015-45] to CMTM6,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
CMTM6 ,Rabbit monoclonal [EPR23015-45] to CMTM6 - BSA and Azide free,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
c-Myb (phospho S11) ,Rabbit monoclonal [EP769Y] to c-Myb (phospho S11) (Alexa Fluor® 568),Flow Cyt,Human,Alexa Fluor® 568,,,
c-Myb (phospho S11) ,Rabbit monoclonal [EP769Y] to c-Myb (phospho S11) (Alexa Fluor® 488),Flow Cyt; ICC/IF,Human,Alexa Fluor® 488,,,
c-Myc ,Chicken polyclonal to c-Myc,ELISA; Flow Cyt; ICC; WB,Human,Unconjugated,,,
c-Myc ,Rabbit monoclonal [Y69] to c-Myc (FITC),Flow Cyt; ICC/IF,Human ,Unconjugated,,,
c-Myc ,Rabbit monoclonal [Y69] to c-Myc,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
c-Myc ,Rabbit monoclonal [Y69] to c-Myc - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
c-Myc (phospho S62) ,Rabbit monoclonal [EPR17924] to c-Myc (phospho S62),Dot; Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
c-Myc (phospho S62) ,Rabbit monoclonal [EPR17924] to c-Myc (phospho S62) - BSA and Azide free,Dot; Flow Cyt; ICC/IF; IHC-P; IP; WB,Mouse; Rat; Human,Unconjugated,,,
c-Myc (phospho S62) ,Mouse monoclonal [33A12E10] to c-Myc (phospho S62),Flow Cyt; I-ELISA; ICC/IF; IHC-P; WB,Human ,Unconjugated,,,
c-Myc (phospho T58) ,Rabbit monoclonal [EPR17923] to c-Myc (phospho T58),Dot; Flow Cyt; ICC/IF; WB,Human ,Unconjugated,,,
c-Myc (phospho T58) ,Rabbit monoclonal [EPR17923] to c-Myc (phospho T58) - BSA and Azide free,Dot; Flow Cyt; ICC/IF; WB,Human ,Unconjugated,,,
c-Myc (phospho T58) ,Rabbit monoclonal [EPR17923] to c-Myc (phospho T58) (PE),Flow Cyt,Human,PE,,,
CNOT7 ,Rabbit monoclonal [EPR18722] to CNOT7,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CNOT7 ,Rabbit monoclonal [EPR18722] to CNOT7 - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
CNPase ,Mouse monoclonal [11-5B] to CNPase - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
CNPase ,Mouse monoclonal [11-5B] to CNPase,Flow Cyt; WB,Mouse; Rat; Human ,Unconjugated,,,
CNTFR ,Mouse monoclonal [MM0190-10L29] to CNTFR,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
COASY ,Rabbit monoclonal [EPR8246] to COASY,Flow Cyt; ICC/IF; WB,Human,Unconjugated,,,
COASY ,Rabbit monoclonal [EPR8246] to COASY - BSA and Azide free,Flow Cyt; ICC/IF; WB,Human,Unconjugated,,,
Cofilin (phospho S3) ,Rabbit polyclonal to Cofilin (phospho S3),Flow Cyt; ICC/IF; WB,Rat; Dog; Human ,Unconjugated,,,
COG7 ,Rabbit monoclonal [EPR9942] to COG7,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
COG7 ,Rabbit monoclonal [EPR9942] to COG7 - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
Coilin ,Mouse monoclonal [IH10] to Coilin (Alexa Fluor® 488),Flow Cyt; ICC/IF,Human,Alexa Fluor® 488,,,
Coilin ,Mouse monoclonal [IH10] to Coilin,Flow Cyt; ICC/IF; IHC-P; IP; WB,Human,Unconjugated,,,
Coilin ,Rabbit monoclonal [EPR7843(N)] to Coilin - N-terminal,Flow Cyt; WB,Human,Unconjugated,,,
Coilin ,Rabbit monoclonal [EPR7843(N)] to Coilin - BSA and Azide free,Flow Cyt; WB,Human,Unconjugated,,,
Collagen I ,Rabbit monoclonal [EPR22894-89] to Collagen I,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
Collagen I ,Rabbit monoclonal [EPR22894-89] to Collagen I - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
Collagen I ,Rabbit polyclonal to Collagen I (Biotin),Flow Cyt; IHC-P,Cow; Human ,Biotin,,,
Collagen III ,Rabbit monoclonal [EPR17673] to Collagen III,Flow Cyt; ICC/IF; IP; WB,Human,Unconjugated,,,
Collagen III ,Rabbit monoclonal [EPR17673] to Collagen III - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Human,Unconjugated,,,
Collagen IV ,Mouse monoclonal [1043] to Collagen IV,Flow Cyt; ICC; IHC-Fr; IHC-P; WB,Human,Unconjugated,,,
Complex I Immunocapture ,Mouse monoclonal [18G12BC2] to Complex I Immunocapture,Flow Cyt; ICC; In-Cell ELISA; IP,Mouse; Rat; Cow; Human,Unconjugated,,,
Complex IV Immunocapture ,Mouse monoclonal [31E91B82G9] to Complex IV Immunocapture,Flow Cyt; ICC/IF; IP,Cow; Human,Unconjugated,,,
COMT ,Rabbit monoclonal [EPR6491(B)] to COMT,Flow Cyt; WB,Rat; Human,Unconjugated,,,
COMT ,Rabbit monoclonal [EPR6491(B)] to COMT - BSA and Azide free,Flow Cyt; WB,Rat; Human,Unconjugated,,,
Connexin 32 / GJB1 ,Rabbit monoclonal [EPR8036(2)] to Connexin 32 / GJB1,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
Connexin 32 / GJB1 ,Rabbit monoclonal [EPR8036(2)] to Connexin 32 / GJB1 - BSA and Azide free,Flow Cyt; IHC-P; WB,Human,Unconjugated,,,
Connexin 45/GJA7/Cx45 ,Mouse monoclonal [5B9.2] to Connexin 45/GJA7/Cx45,Flow Cyt; ICC,Rat; Rabbit; Human ,Unconjugated,,,
COP1 ,Mouse monoclonal to COP1,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Human,Unconjugated,,,
COPE ,Rabbit monoclonal [EPR12579] to COPE,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
COPE ,Rabbit monoclonal [EPR12579] to COPE - BSA and Azide free,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
COPS3/CSN3 ,Rabbit monoclonal [EPR3127] to COPS3/CSN3 - BSA and Azide free,Flow Cyt; ICC/IF; IP; WB,Mouse; Rat; Human,Unconjugated,,,
COPS3/CSN3 ,Rabbit monoclonal [EPR3127] to COPS3/CSN3,Flow Cyt; ICC/IF; WB,Mouse; Rat; Human,Unconjugated,,,
CoREST ,Rabbit monoclonal [EPR13826(B)] to CoREST,Flow Cyt; WB,Human,Unconjugated,,,
CoREST ,Rabbit monoclonal [EPR13826(B)] to CoREST - BSA and Azide free,Flow Cyt; WB,Human,Unconjugated,,,
Coronin 1a/TACO ,Rabbit monoclonal [EPR19467-36] to Coronin 1a/TACO,Flow Cyt; ICC/IF; IHC-P; WB,Mouse; Rat; Human,Unconjugated,,,
Coronin 1a/TACO ,Rabbit monoclonal [EPR19467-81] to Coronin 1a/TACO,Flow Cyt; ICC/IF; IHC-P; WB,Human,Unconjugated,,,
